CountyState,state,FIPS,county,county_seat,population_2010,Land Area (km²),Land Area (mi²),Water Area (km²),Water Area (mi²),Total Area (km²),Total Area (mi²),latitude,longitude
Alameda County CA,CA,6001.0,Alameda,Oakland,"1,510,271","1,914.05",739.017,213.185,82.311,"2,127.23",821.328,37.648081,-121.913304
Alpine County CA,CA,6003.0,Alpine,Markleeville,"1,175","1,912.27",738.332,12.557,4.848,"1,924.83",743.18,38.61761,-119.798999
Amador County CA,CA,6005.0,Amador,Jackson,"38,091","1,539.96",594.583,29.457,11.373,"1,569.42",605.956,38.44355,-120.653856
Butte County CA,CA,6007.0,Butte,Oroville,"220,000","4,238.42","1,636.46",105.326,40.667,"4,343.75","1,677.13",39.665959,-121.601919
Calaveras County CA,CA,6009.0,Calaveras,San Andreas,"45,578","2,641.82","1,020.01",43.81,16.915,"2,685.63","1,036.93",38.187844,-120.555115
Colusa County CA,CA,6011.0,Colusa,Colusa,"21,419","2,980.38","1,150.73",14.581,5.63,"2,994.96","1,156.36",39.177739,-122.237563
Contra Costa County CA,CA,6013.0,Contra Costa,Martinez,"1,049,025","1,854.27",715.937,227.485,87.833,"2,081.75",803.77,37.919479,-121.951543
Del Norte County CA,CA,6015.0,Del Norte,Crescent City,"28,610","2,606.49","1,006.37",578.526,223.37,"3,185.02","1,229.74",41.749903,-123.980998
El Dorado County CA,CA,6017.0,El Dorado,Placerville,"181,058","4,423.40","1,707.88",203.243,78.473,"4,626.64","1,786.36",38.785532,-120.534398
Fresno County CA,CA,6019.0,Fresno,Fresno,"930,450","15,431.13","5,957.99",137.816,53.211,"15,568.94","6,011.20",36.761006,-119.655019
Glenn County CA,CA,6021.0,Glenn,Willows,"28,122","3,403.11","1,313.95",33.75,13.031,"3,436.86","1,326.98",39.602546,-122.4017
Humboldt County CA,CA,6023.0,Humboldt,Eureka,"134,623","9,241.05","3,567.99","1,254.26",484.271,"10,495.30","4,052.26",40.706673,-123.925818
Imperial County CA,CA,6025.0,Imperial,El Centro,"174,528","10,817.35","4,176.60",790.248,305.116,"11,607.60","4,481.72",33.040816,-115.355395
Inyo County CA,CA,6027.0,Inyo,Independence,"18,546","26,368.35","10,180.88",119.208,46.026,"26,487.56","10,226.91",36.561977,-117.403927
Kern County CA,CA,6029.0,Kern,Bakersfield,"839,631","21,061.57","8,131.92",79.577,30.725,"21,141.14","8,162.64",35.346629,-118.729506
Kings County CA,CA,6031.0,Kings,Hanford,"152,982","3,598.58","1,389.42",5.469,2.111,"3,604.05","1,391.53",36.072478,-119.81553
Lake County CA,CA,6033.0,Lake,Lakeport,"64,665","3,254.23","1,256.46",188.962,72.959,"3,443.19","1,329.42",39.094802,-122.746757
Lassen County CA,CA,6035.0,Lassen,Susanville,"34,895","11,761.61","4,541.18",463.441,178.935,"12,225.05","4,720.12",40.721089,-120.629931
Los Angeles County CA,CA,6037.0,Los Angeles,Los Angeles,"9,818,605","10,509.87","4,057.88","1,795.01",693.058,"12,304.88","4,750.94",34.196398,-118.261862
Madera County CA,CA,6039.0,Madera,Madera,"150,865","5,534.98","2,137.07",41.958,16.2,"5,576.94","2,153.27",37.210039,-119.749852
Marin County CA,CA,6041.0,Marin,San Rafael,"252,409","1,347.59",520.306,797.42,307.886,"2,145.01",828.192,38.051817,-122.745974
Mariposa County CA,CA,6043.0,Mariposa,Mariposa,"18,251","3,752.42","1,448.82",36.271,14.004,"3,788.69","1,462.82",37.570034,-119.91286
Mendocino County CA,CA,6045.0,Mendocino,Ukiah,"87,841","9,081.39","3,506.34",962.953,371.798,"10,044.34","3,878.14",39.432388,-123.442881
Merced County CA,CA,6047.0,Merced,Merced,"255,793","5,011.56","1,934.97",112.76,43.537,"5,124.32","1,978.51",37.194806,-120.722802
Modoc County CA,CA,6049.0,Modoc,Alturas,"9,686","10,146.98","3,917.77",739.774,285.629,"10,886.75","4,203.40",41.592919,-120.71837
Mono County CA,CA,6051.0,Mono,Bridgeport,"14,202","7,896.83","3,048.98",214.695,82.894,"8,111.52","3,131.88",37.915836,-118.875167
Monterey County CA,CA,6053.0,Monterey,Salinas,"415,057","8,496.70","3,280.60","1,270.71",490.626,"9,767.42","3,771.22",36.240107,-121.315573
Napa County CA,CA,6055.0,Napa,Napa,"136,484","1,938.25",748.362,104.169,40.22,"2,042.42",788.582,38.507351,-122.325995
Nevada County CA,CA,6057.0,Nevada,Nevada City,"98,764","2,480.62",957.772,41.515,16.029,"2,522.13",973.801,39.295191,-120.773446
Orange County CA,CA,6059.0,Orange,Santa Ana,"3,010,232","2,047.56",790.568,407.917,157.498,"2,455.48",948.066,33.675687,-117.777207
Placer County CA,CA,6061.0,Placer,Auburn,"348,432","3,644.14","1,407.01",247.205,95.447,"3,891.34","1,502.46",39.062032,-120.722718
Plumas County CA,CA,6063.0,Plumas,Quincy,"20,007","6,612.35","2,553.04",156.395,60.385,"6,768.75","2,613.43",39.99517,-120.829516
Riverside County CA,CA,6065.0,Riverside,Riverside,"2,189,641","18,664.70","7,206.48",251.073,96.94,"18,915.77","7,303.42",33.729828,-116.002239
Sacramento County CA,CA,6067.0,Sacramento,Sacramento,"1,418,788","2,498.42",964.644,76.077,29.374,"2,574.49",994.018,38.450011,-121.340441
San Benito County CA,CA,6069.0,San Benito,Hollister,"55,269","3,596.74","1,388.71",4.555,1.759,"3,601.30","1,390.47",36.610702,-121.085296
San Bernardino County CA,CA,6071.0,San Bernardino,San Bernardino,"2,035,210","51,947.23","20,056.94",124.028,47.888,"52,071.26","20,104.83",34.85722,-116.181197
San Diego County CA,CA,6073.0,San Diego,San Diego,"3,095,313","10,895.12","4,206.63",826.348,319.055,"11,721.47","4,525.69",33.023604,-116.776117
San Francisco County CA,CA,6075.0,San Francisco,San Francisco,"805,235",121.4,46.873,479.19,185.016,600.59,231.889,37.727239,-123.032229
San Joaquin County CA,CA,6077.0,San Joaquin,Stockton,"685,306","3,603.51","1,391.32",91.109,35.177,"3,694.62","1,426.50",37.935034,-121.272237
San Luis Obispo County CA,CA,6079.0,San Luis Obispo,San Luis Obispo,"269,637","8,543.25","3,298.57",820.975,316.98,"9,364.22","3,615.55",35.385227,-120.44754
San Mateo County CA,CA,6081.0,San Mateo,Redwood City,"718,451","1,161.37",448.408,757.704,292.551,"1,919.08",740.959,37.414664,-122.371542
Santa Barbara County CA,CA,6083.0,Santa Barbara,Santa Barbara,"423,895","7,083.84","2,735.09","2,729.83","1,053.99","9,813.67","3,789.08",34.537378,-120.038485
Santa Clara County CA,CA,6085.0,Santa Clara,San Jose,"1,781,642","3,341.34","1,290.10",36.175,13.967,"3,377.52","1,304.07",37.220777,-121.690622
Santa Cruz County CA,CA,6087.0,Santa Cruz,Santa Cruz,"262,382","1,152.99",445.17,419.569,161.996,"1,572.56",607.166,37.012488,-122.007205
Shasta County CA,CA,6089.0,Shasta,Redding,"177,223","9,778.25","3,775.40",186.531,72.02,"9,964.78","3,847.42",40.760522,-122.04355
Sierra County CA,CA,6091.0,Sierra,Downieville,"3,240","2,468.81",953.214,23.299,8.996,"2,492.11",962.21,39.576925,-120.521993
Siskiyou County CA,CA,6093.0,Siskiyou,Yreka,"44,900","16,259.65","6,277.89",179.889,69.456,"16,439.54","6,347.34",41.587986,-122.533287
Solano County CA,CA,6095.0,Solano,Fairfield,"413,344","2,128.36",821.765,218.666,84.427,"2,347.03",906.192,38.267226,-121.939594
Sonoma County CA,CA,6097.0,Sonoma,Santa Rosa,"483,878","4,081.43","1,575.85",497.53,192.098,"4,578.96","1,767.95",38.532574,-122.945194
Stanislaus County CA,CA,6099.0,Stanislaus,Modesto,"514,453","3,871.58","1,494.83",51.437,19.86,"3,923.02","1,514.69",37.562384,-121.002656
Sutter County CA,CA,6101.0,Sutter,Yuba City,"94,737","1,560.24",602.41,15.747,6.08,"1,575.98",608.49,39.035257,-121.702758
Tehama County CA,CA,6103.0,Tehama,Red Bluff,"63,463","7,639.71","2,949.71",32.276,12.462,"7,671.99","2,962.17",40.126156,-122.232276
Trinity County CA,CA,6105.0,Trinity,Weaverville,"13,786","8,234.23","3,179.25",73.408,28.343,"8,307.64","3,207.60",40.647724,-123.114404
Tulare County CA,CA,6107.0,Tulare,Visalia,"442,179","12,494.66","4,824.22",37.392,14.437,"12,532.05","4,838.65",36.230453,-118.780542
Tuolumne County CA,CA,6109.0,Tuolumne,Sonora,"55,365","5,752.06","2,220.88",138.684,53.546,"5,890.75","2,274.43",38.021451,-119.964708
Ventura County CA,CA,6111.0,Ventura,Ventura,"823,318","4,773.69","1,843.13",945.992,365.249,"5,719.68","2,208.38",34.358742,-119.133143
Yolo County CA,CA,6113.0,Yolo,Woodland,"200,849","2,628.03","1,014.69",22.969,8.868,"2,651.00","1,023.56",38.679268,-121.903178
Yuba County CA,CA,6115.0,Yuba,Marysville,"72,155","1,636.45",631.839,30.999,11.969,"1,667.45",643.808,39.270026,-121.34428
Adams County CO,CO,8001.0,Adams,Brighton,"441,603","3,024.21","1,167.65",42.07,16.243,"3,066.28","1,183.90",39.874325,-104.331872
Alamosa County CO,CO,8003.0,Alamosa,Alamosa,"15,445","1,871.64",722.643,1.808,0.698,"1,873.45",723.341,37.568442,-105.788041
Arapahoe County CO,CO,8005.0,Arapahoe,Littleton,"572,003","2,067.07",798.1,19.004,7.337,"2,086.07",805.437,39.644632,-104.331733
Archuleta County CO,CO,8007.0,Archuleta,Pagosa Springs,"12,084","3,496.94","1,350.18",13.828,5.339,"3,510.77","1,355.51",37.202395,-107.050863
Baca County CO,CO,8009.0,Baca,Springfield,"3,788","6,617.33","2,554.97",6.142,2.372,"6,623.48","2,557.34",37.303144,-102.535457
Bent County CO,CO,8011.0,Bent,Las Animas,"6,499","3,918.29","1,512.86",73.094,28.222,"3,991.39","1,541.08",37.931891,-103.077584
Boulder County CO,CO,8013.0,Boulder,Boulder,"294,567","1,881.08",726.289,36.469,14.081,"1,917.55",740.37,40.094826,-105.398382
Broomfield County CO,CO,8014.0,Broomfield,Broomfield,"55,889",85.558,33.034,1.466,0.566,87.024,33.6,39.953383,-105.052125
Chaffee County CO,CO,8015.0,Chaffee,Salida,"17,809","2,624.70","1,013.40",4.013,1.55,"2,628.72","1,014.95",38.738246,-106.316972
Cheyenne County CO,CO,8017.0,Cheyenne,Cheyenne Wells,"1,836","4,605.71","1,778.28",8.166,3.153,"4,613.88","1,781.43",38.835387,-102.604585
Clear Creek County CO,CO,8019.0,Clear Creek,Georgetown,"9,088","1,023.63",395.227,3.28,1.266,"1,026.91",396.493,39.689403,-105.670791
Conejos County CO,CO,8021.0,Conejos,Conejos,"8,256","3,334.33","1,287.39",9.235,3.566,"3,343.56","1,290.96",37.213407,-106.176447
Costilla County CO,CO,8023.0,Costilla,San Luis,"3,524","3,177.79","1,226.95",8.829,3.409,"3,186.62","1,230.36",37.277547,-105.42894
Crowley County CO,CO,8025.0,Crowley,Ordway,"5,823","2,039.41",787.421,33.43,12.908,"2,072.84",800.329,38.321956,-103.787562
Custer County CO,CO,8027.0,Custer,Westcliffe,"4,255","1,913.03",738.625,3.365,1.299,"1,916.40",739.924,38.101994,-105.373515
Delta County CO,CO,8029.0,Delta,Delta,"30,952","2,957.90","1,142.05",16.961,6.549,"2,974.86","1,148.60",38.861756,-107.864757
Denver County CO,CO,8031.0,Denver,Denver,"600,158",396.269,153,4.225,1.631,400.494,154.631,39.761849,-104.880625
Dolores County CO,CO,8033.0,Dolores,Dove Creek,"2,064","2,763.65","1,067.05",2.716,1.049,"2,766.37","1,068.10",37.747602,-108.530383
Douglas County CO,CO,8035.0,Douglas,Castle Rock,"285,465","2,176.23",840.248,6.789,2.621,"2,183.02",842.869,39.326435,-104.926199
Eagle County CO,CO,8037.0,Eagle,Eagle,"52,197","4,362.91","1,684.53",18.806,7.261,"4,381.72","1,691.79",39.630638,-106.692944
Elbert County CO,CO,8039.0,Elbert,Colorado Springs,"23,086","4,793.67","1,850.85",0.442,0.171,"4,794.11","1,851.02",39.310817,-104.117928
El Paso County CO,CO,8041.0,El Paso,Kiowa,"622,263","5,508.39","2,126.80",7.112,2.746,"5,515.50","2,129.55",38.827383,-104.527472
Fremont County CO,CO,8043.0,Fremont,Cañon City,"46,824","3,970.63","1,533.07",2.235,0.863,"3,972.86","1,533.93",38.455658,-105.421438
Garfield County CO,CO,8045.0,Garfield,Glenwood Springs,"56,389","7,634.15","2,947.56",21.431,8.274,"7,655.58","2,955.84",39.599352,-107.90978
Gilpin County CO,CO,8047.0,Gilpin,Central City,"5,441",388.229,149.896,0.942,0.364,389.171,150.26,39.861082,-105.528947
Grand County CO,CO,8049.0,Grand,Hot Sulphur Springs,"14,843","4,781.97","1,846.33",60.25,23.263,"4,842.22","1,869.59",40.123289,-106.095876
Gunnison County CO,CO,8051.0,Gunnison,Gunnison,"15,324","8,389.23","3,239.10",53.172,20.53,"8,442.40","3,259.63",38.669679,-107.078108
Hinsdale County CO,CO,8053.0,Hinsdale,Lake City,843,"2,893.67","1,117.25",15.325,5.917,"2,908.99","1,123.17",37.811625,-107.383405
Huerfano County CO,CO,8055.0,Huerfano,Walsenburg,"6,711","4,120.67","1,591.00",5.792,2.236,"4,126.47","1,593.24",37.687815,-104.959928
Jackson County CO,CO,8057.0,Jackson,Walden,"1,394","4,179.52","1,613.72",18.75,7.239,"4,198.27","1,620.96",40.663432,-106.329248
Jefferson County CO,CO,8059.0,Jefferson,Golden,"534,543","1,979.29",764.208,25.446,9.825,"2,004.74",774.033,39.58646,-105.245601
Kiowa County CO,CO,8061.0,Kiowa,Eads,"1,398","4,578.50","1,767.77",47.033,18.16,"4,625.53","1,785.93",38.388466,-102.75621
Kit Carson County CO,CO,8063.0,Kit Carson,Burlington,"8,270","5,596.50","2,160.82",2.252,0.869,"5,598.75","2,161.69",39.30534,-102.603023
Lake County CO,CO,8065.0,Lake,Durango,"7,310",976.194,376.911,18.124,6.998,994.319,383.909,39.204316,-106.349696
La Plata County CO,CO,8067.0,La Plata,Leadville,"51,334","4,382.46","1,692.08",19.76,7.629,"4,402.22","1,699.71",37.287367,-107.839718
Larimer County CO,CO,8069.0,Larimer,Fort Collins,"299,630","6,723.61","2,596.00",98.295,37.952,"6,821.91","2,633.95",40.663091,-105.482131
Las Animas County CO,CO,8071.0,Las Animas,Trinidad,"15,507","12,361.16","4,772.67",6.93,2.676,"12,368.09","4,775.35",37.318831,-104.04411
Lincoln County CO,CO,8073.0,Lincoln,Hugo,"5,467","6,676.02","2,577.63",22.781,8.796,"6,698.80","2,586.42",38.99374,-103.507555
Logan County CO,CO,8075.0,Logan,Sterling,"22,709","4,761.81","1,838.55",16.364,6.318,"4,778.18","1,844.87",40.728091,-103.090464
Mesa County CO,CO,8077.0,Mesa,Grand Junction,"146,723","8,622.00","3,328.97",31.467,12.149,"8,653.47","3,341.12",39.019492,-108.461837
Mineral County CO,CO,8079.0,Mineral,Creede,712,"2,267.97",875.666,5.222,2.016,"2,273.19",877.682,37.651478,-106.9323
Moffat County CO,CO,8081.0,Moffat,Craig,"13,795","12,285.07","4,743.29",19.742,7.622,"12,304.81","4,750.91",40.573984,-108.204521
Montezuma County CO,CO,8083.0,Montezuma,Cortez,"25,535","5,256.45","2,029.53",27.517,10.624,"5,283.97","2,040.15",37.338025,-108.595786
Montrose County CO,CO,8085.0,Montrose,Montrose,"41,276","5,803.37","2,240.70",4.923,1.901,"5,808.30","2,242.60",38.413427,-108.263042
Morgan County CO,CO,8087.0,Morgan,Fort Morgan,"28,159","3,316.31","1,280.43",34.474,13.31,"3,350.78","1,293.74",40.262354,-103.807092
Otero County CO,CO,8089.0,Otero,La Junta,"18,831","3,268.47","1,261.96",20.052,7.742,"3,288.52","1,269.70",37.88417,-103.72126
Ouray County CO,CO,8091.0,Ouray,Ouray,"4,436","1,402.72",541.593,1.6,0.618,"1,404.32",542.211,38.1506,-107.767133
Park County CO,CO,8093.0,Park,Fairplay,"16,206","5,682.03","2,193.85",43.531,16.807,"5,725.57","2,210.65",39.118914,-105.717648
Phillips County CO,CO,8095.0,Phillips,Holyoke,"4,442","1,781.73",687.928,0.302,0.117,"1,782.03",688.045,40.594712,-102.345105
Pitkin County CO,CO,8097.0,Pitkin,Aspen,"17,148","2,514.09",970.697,6.469,2.498,"2,520.56",973.195,39.217533,-106.915943
Prowers County CO,CO,8099.0,Prowers,Lamar,"12,551","4,243.42","1,638.40",15.353,5.928,"4,258.78","1,644.32",37.958181,-102.392161
Pueblo County CO,CO,8101.0,Pueblo,Pueblo,"159,063","6,179.98","2,386.10",30.28,11.691,"6,210.26","2,397.80",38.170658,-104.489893
Rio Blanco County CO,CO,8103.0,Rio Blanco,Meeker,"6,666","8,342.18","3,220.93",4.868,1.88,"8,347.05","3,222.81",39.972606,-108.200685
Rio Grande County CO,CO,8105.0,Rio Grande,Del Norte,"11,982","2,361.96",911.958,0.984,0.38,"2,362.94",912.338,37.485763,-106.453214
Routt County CO,CO,8107.0,Routt,Steamboat Springs,"23,509","6,117.62","2,362.03",15.826,6.11,"6,133.45","2,368.14",40.48316,-106.985289
Saguache County CO,CO,8109.0,Saguache,Saguache,"6,108","8,206.44","3,168.53",4.455,1.72,"8,210.90","3,170.25",38.033952,-106.246675
San Juan County CO,CO,8111.0,San Juan,Silverton,699,"1,003.59",387.488,2.036,0.786,"1,005.62",388.274,37.781075,-107.670257
San Miguel County CO,CO,8113.0,San Miguel,Telluride,"7,359","3,332.31","1,286.61",5.214,2.013,"3,337.52","1,288.62",38.009374,-108.427326
Sedgwick County CO,CO,8115.0,Sedgwick,Julesburg,"2,379","1,419.42",548.041,3.531,1.363,"1,422.95",549.404,40.871568,-102.355358
Summit County CO,CO,8117.0,Summit,Breckenridge,"27,994","1,575.64",608.358,28.283,10.92,"1,603.92",619.278,39.621023,-106.137555
Teller County CO,CO,8119.0,Teller,Cripple Creek,"23,350","1,442.77",557.055,4.945,1.909,"1,447.71",558.964,38.871994,-105.182552
Washington County CO,CO,8121.0,Washington,Akron,"4,814","6,521.67","2,518.03",15.207,5.872,"6,536.88","2,523.90",39.965413,-103.209605
Weld County CO,CO,8123.0,Weld,Greeley,"252,825","10,326.90","3,987.24",76.554,29.558,"10,403.45","4,016.80",40.555794,-104.383649
Yuma County CO,CO,8125.0,Yuma,Wray,"10,043","6,123.78","2,364.41",11.135,4.299,"6,134.92","2,368.70",40.000631,-102.422649
Fairfield County CT,CT,9001.0,Fairfield [6],Bridgeport [6],"916,829","1,618.46",624.89,549.162,212.033,"2,167.62",836.923,41.228103,-73.366757
Hartford County CT,CT,9003.0,Hartford [6],Hartford [6],"894,014","1,903.89",735.097,40.213,15.527,"1,944.11",750.624,41.806053,-72.732916
Litchfield County CT,CT,9005.0,Litchfield [6],Litchfield [6],"189,927","2,384.24",920.56,62.166,24.002,"2,446.41",944.562,41.791897,-73.235428
Middlesex County CT,CT,9007.0,Middlesex [6],Middletown [6],"165,676",956.486,369.301,180.684,69.762,"1,137.17",439.063,41.434525,-72.524227
New Haven County CT,CT,9009.0,New Haven [6],New Haven [6],"862,477","1,565.66",604.506,667.053,257.551,"2,232.72",862.057,41.349717,-72.900204
New London County CT,CT,9011.0,New London [6],New London [6],"274,055","1,722.03",664.878,276.666,106.821,"1,998.69",771.699,41.47863,-72.103452
Tolland County CT,CT,9013.0,Tolland [6],Rockville [6],"152,691","1,062.45",410.214,17.698,6.833,"1,080.15",417.047,41.858076,-72.340977
Windham County CT,CT,9015.0,Windham [6],Willimantic [6],"118,428","1,328.43",512.91,22.092,8.53,"1,350.52",521.44,41.824999,-71.990702
Kent County DE,DE,10001.0,Kent,Dover,"162,310","1,518.20",586.179,549.471,212.152,"2,067.67",798.331,39.097088,-75.502982
New Castle County DE,DE,10003.0,New Castle,Wilmington,"538,479","1,104.08",426.286,175.386,67.717,"1,279.46",494.003,39.575915,-75.644132
Sussex County DE,DE,10005.0,Sussex,Georgetown,"197,145","2,424.43",936.079,674.205,260.312,"3,098.64","1,196.39",38.677511,-75.335495
District of Columbia County DC,DC,11001.0,District of Columbia [7],Washington [7],"601,723",158.115,61.048,18.885,7.292,177,68.34,38.904149,-77.017094
Alachua County FL,FL,12001.0,Alachua,Gainesville,"247,336","2,266.29",875.02,242.911,93.788,"2,509.20",968.808,29.67574,-82.357221
Baker County FL,FL,12003.0,Baker,Macclenny,"27,115","1,515.74",585.231,9.686,3.74,"1,525.43",588.971,30.324442,-82.302284
Bay County FL,FL,12005.0,Bay,Panama City,"168,852","1,964.40",758.459,711.453,274.694,"2,675.85","1,033.15",30.237563,-85.631348
Bradford County FL,FL,12007.0,Bradford,Starke,"28,520",761.357,293.962,16.905,6.527,778.262,300.489,29.946934,-82.166796
Brevard County FL,FL,12009.0,Brevard,Titusville,"543,376","2,630.56","1,015.66","1,402.04",541.331,"4,032.60","1,557.00",28.298276,-80.700384
Broward County FL,FL,12011.0,Broward,Fort Lauderdale,"1,748,066","3,133.33","1,209.79",292.869,113.077,"3,426.20","1,322.86",26.19352,-80.476658
Calhoun County FL,FL,12013.0,Calhoun,Blountstown,"14,625","1,469.39",567.334,18.075,6.979,"1,487.46",574.313,30.388801,-85.197916
Charlotte County FL,FL,12015.0,Charlotte,Punta Gorda,"159,978","1,761.91",680.279,461.075,178.022,"2,222.99",858.301,26.868826,-81.940858
Citrus County FL,FL,12017.0,Citrus,Inverness,"141,236","1,506.59",581.696,496.236,191.598,"2,002.82",773.294,28.843628,-82.524796
Clay County FL,FL,12019.0,Clay,Green Cove Springs,"190,865","1,565.29",604.36,101.496,39.188,"1,666.78",643.548,29.987116,-81.858147
Collier County FL,FL,12021.0,Collier,East Naples,"321,520","5,175.64","1,998.32",794.325,306.691,"5,969.96","2,305.02",26.118713,-81.400884
Columbia County FL,FL,12023.0,Columbia,Lake City,"67,531","2,065.71",797.574,9.723,3.754,"2,075.43",801.328,30.221305,-82.623127
DeSoto County FL,FL,12027.0,DeSoto,Arcadia,"34,862","1,649.98",637.059,6.275,2.423,"1,656.25",639.482,27.190581,-81.806253
Dixie County FL,FL,12029.0,Dixie,Cross City,"16,422","1,826.08",705.053,410.764,158.597,"2,236.84",863.65,29.580899,-83.195666
Duval County FL,FL,12031.0,Duval,Jacksonville,"864,263","1,974.07",762.192,404.713,156.26,"2,378.78",918.452,30.335245,-81.648113
Escambia County FL,FL,12033.0,Escambia,Pensacola,"297,619","1,700.23",656.461,565.247,218.243,"2,265.47",874.704,30.611664,-87.33904
Flagler County FL,FL,12035.0,Flagler,Bunnell,"95,696","1,257.34",485.461,221.091,85.364,"1,478.43",570.825,29.474894,-81.286362
Franklin County FL,FL,12037.0,Franklin,Apalachicola,"11,549","1,384.93",534.725,"1,273.68",491.769,"2,658.61","1,026.49",29.810176,-84.799174
Gadsden County FL,FL,12039.0,Gadsden,Quincy,"46,389","1,337.29",516.332,31.588,12.196,"1,368.88",528.528,30.57917,-84.612783
